issue_id,category,status,source_file,line,old_number_or_claim,reason,replacement_or_required_action,evidence_new,source_sha256,source_snapshot
IDENTIFIED_BOX,Sensibilidade versus identificação,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,289,"A margem formal-informal se move na dire\c{c}\~ao esperada, mas n\~ao \'e a vil\~a do resultado agregado. A economia calibrada desloca alguns empregos marginais para a informalidade, e isso importa para incid\^encia. Ainda assim, a maior parte da perda de produto vem da aritm\'etica simples de menos horas formais. O envelope conjunto $(\sigma,\omega,\eta_I)$ refor\c{c}a esse ponto: mudar substitui\c{c}\~ao formal-informal, peso formal no CES e efici\^encia informal altera o requisito no endpoint, mas n\~ao transforma 36 horas em um problema pequeno de produtividade. O ajuste de capital pode reduzir cerca de um a dois pontos percentuais do benchmark de curto prazo em horizonte de tr\^es a cinco anos, mas n\~ao elimina a diferen\c{c}a entre 40 e 36 horas.",Oito cantos de caixa escolhida não verificam restrições salariais e demais momentos; limites não são conjunto identificado.,Renomear grade de sensibilidade condicional; incluir pontos interiores e reportar restrições verificadas/falhas por ponto. Usar nova SENSITIVITY.csv.,src/calibration/corrected_pipeline.py; output/corrected/sensitivity/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
OMEGA_IDENTIFICATION,Peso tecnológico CES,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,289,"A margem formal-informal se move na dire\c{c}\~ao esperada, mas n\~ao \'e a vil\~a do resultado agregado. A economia calibrada desloca alguns empregos marginais para a informalidade, e isso importa para incid\^encia. Ainda assim, a maior parte da perda de produto vem da aritm\'etica simples de menos horas formais. O envelope conjunto $(\sigma,\omega,\eta_I)$ refor\c{c}a esse ponto: mudar substitui\c{c}\~ao formal-informal, peso formal no CES e efici\^encia informal altera o requisito no endpoint, mas n\~ao transforma 36 horas em um problema pequeno de produtividade. O ajuste de capital pode reduzir cerca de um a dois pontos percentuais do benchmark de curto prazo em horizonte de tr\^es a cinco anos, mas n\~ao elimina a diferen\c{c}a entre 40 e 36 horas.","omega=1-informalidade não decorre da CES; momento salarial não identifica simultaneamente sigma,omega,eta.","Rotular .622 hipótese congelada; manter sigma1,326 no comparativo e recalibrar omega condicionalmente à ponte de remuneração, com universo/medida explícitos.",src/calibration/wage_bridge.py; COMPARATIVO_RESULTADOS.csv,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt_flat/main_pt.tex,289,"A margem formal-informal se move na dire\c{c}\~ao esperada, mas n\~ao \'e a vil\~a do resultado agregado. A economia calibrada desloca alguns empregos marginais para a informalidade, e isso importa para incid\^encia. Ainda assim, a maior parte da perda de produto vem da aritm\'etica simples de menos horas formais. O envelope conjunto $(\sigma,\omega,\eta_I)$ refor\c{c}a esse ponto: mudar substitui\c{c}\~ao formal-informal, peso formal no CES e efici\^encia informal altera o requisito no endpoint, mas n\~ao transforma 36 horas em um problema pequeno de produtividade. O ajuste de capital pode reduzir cerca de um a dois pontos percentuais do benchmark de curto prazo em horizonte de tr\^es a cinco anos, mas n\~ao elimina a diferen\c{c}a entre 40 e 36 horas.","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,289,"A margem formal-informal se move na dire\c{c}\~ao esperada, mas n\~ao \'e a vil\~a do resultado agregado. A economia calibrada desloca alguns empregos marginais para a informalidade, e isso importa para incid\^encia. Ainda assim, a maior parte da perda de produto vem da aritm\'etica simples de menos horas formais. O envelope conjunto $(\sigma,\omega,\eta_I)$ refor\c{c}a esse ponto: mudar substitui\c{c}\~ao formal-informal, peso formal no CES e efici\^encia informal altera o requisito no endpoint, mas n\~ao transforma 36 horas em um problema pequeno de produtividade. O ajuste de capital pode reduzir cerca de um a dois pontos percentuais do benchmark de curto prazo em horizonte de tr\^es a cinco anos, mas n\~ao elimina a diferen\c{c}a entre 40 e 36 horas.","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt_flat/main_pt.tex,298,& acima de 40h & bilateral \\,"Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,298,& acima de 40h & bilateral \\,"Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt_flat/main_pt.tex,300,\multicolumn{3}{l}{\textit{Previs\~oes positivas (sem compensa\c{c}\~ao de PTF)}} \\,"Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,300,\multicolumn{3}{l}{\textit{Previs\~oes positivas (sem compensa\c{c}\~ao de PTF)}} \\,"Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt_flat/main_pt.tex,301,"Produto, $\Delta Y$                       & $-6{,}60\%$       & $-8{,}02\%$ \\","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,301,"Produto, $\Delta Y$                       & $-6{,}60\%$       & $-8{,}02\%$ \\","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
GHH_CE,Composto GHH versus CE,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,302,"Bem-estar (GHH), $\Delta$CV               & $-1{,}76\%$       & $-3{,}63\%$ \\","(C1-v1)/(C0-v0)-1 é variação percentual do composto, não CE normalizado pelo consumo.","Renomear dGHH; acrescentar CE=[C1-C0-v1+v0]/C0. Usar colunas dGHH_pct e CE_pct do COMPARATIVO_RESULTADOS.csv, nunca tratar dCV legado como CE.",src/model/welfare.py; COMPARATIVO_RESULTADOS.csv,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt_flat/main_pt.tex,302,"Bem-estar (GHH), $\Delta$CV               & $-1{,}76\%$       & $-3{,}63\%$ \\","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,302,"Bem-estar (GHH), $\Delta$CV               & $-1{,}76\%$       & $-3{,}63\%$ \\","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt_flat/main_pt.tex,303,"Informalidade, $\Delta$Inf                & $+1{,}57$ p.p.    & $+1{,}92$ p.p. \\","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,303,"Informalidade, $\Delta$Inf                & $+1{,}57$ p.p.    & $+1{,}92$ p.p. \\","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt_flat/main_pt.tex,304,"Produto por hora, $\Delta Y/h$            & $+2{,}39\%$       & $+0{,}75\%$ \\","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,304,"Produto por hora, $\Delta Y/h$            & $+2{,}39\%$       & $+0{,}75\%$ \\","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt_flat/main_pt.tex,306,\multicolumn{3}{l}{\textit{Benchmark: ganho de PTF que restaura o produto}} \\,"Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,306,\multicolumn{3}{l}{\textit{Benchmark: ganho de PTF que restaura o produto}} \\,"Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt_flat/main_pt.tex,307,"$A_{\text{req}}$, central                 & $6{,}63\%$        & $8{,}18\%$ \\","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,307,"$A_{\text{req}}$, central                 & $6{,}63\%$        & $8{,}18\%$ \\","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
IDENTIFIED_BOX,Sensibilidade versus identificação,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,308,"$A_{\text{req}}$, envelope conjunto       & $[5{,}62;\,7{,}48]\%$ & $[6{,}93;\,9{,}23]\%$ \\",Oito cantos de caixa escolhida não verificam restrições salariais e demais momentos; limites não são conjunto identificado.,Renomear grade de sensibilidade condicional; incluir pontos interiores e reportar restrições verificadas/falhas por ponto. Usar nova SENSITIVITY.csv.,src/calibration/corrected_pipeline.py; output/corrected/sensitivity/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt_flat/main_pt.tex,308,"$A_{\text{req}}$, envelope conjunto       & $[5{,}62;\,7{,}48]\%$ & $[6{,}93;\,9{,}23]\%$ \\","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,308,"$A_{\text{req}}$, envelope conjunto       & $[5{,}62;\,7{,}48]\%$ & $[6{,}93;\,9{,}23]\%$ \\","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
IDENTIFIED_BOX,Sensibilidade versus identificação,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,314,"{\footnotesize O envelope conjunto cobre os oito cantos da caixa $(\sigma,\omega,\eta_I)$ disciplinada. A coluna de fadiga s\'o acima de 40h fica abaixo da penalidade bilateral porque n\~ao penaliza a efici\^encia abaixo de 40 horas.}",Oito cantos de caixa escolhida não verificam restrições salariais e demais momentos; limites não são conjunto identificado.,Renomear grade de sensibilidade condicional; incluir pontos interiores e reportar restrições verificadas/falhas por ponto. Usar nova SENSITIVITY.csv.,src/calibration/corrected_pipeline.py; output/corrected/sensitivity/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
STALE_DERIVATIVES,Arquivos de submissão/apoio antigos,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,314,"{\footnotesize O envelope conjunto cobre os oito cantos da caixa $(\sigma,\omega,\eta_I)$ disciplinada. A coluna de fadiga s\'o acima de 40h fica abaixo da penalidade bilateral porque n\~ao penaliza a efici\^encia abaixo de 40 horas.}","Cópias de submissão,texautogerado e notas locais retêm calibrações diferentes e conclusões antigas.","Preservar como histórico; não usar como saída nova. Regenerar PDFs e ZIPs somente após revisar fontesPT/EN; atualizar notas que dizem baseline atual7,26%sigma.60.",paper/arxiv_submission_main_pt*/; ../jornada 6x1/50-paper/paper-jornada-6x1.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
CURVE_EQUALITY,Função de eficiência versus curva calibrada,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,325,"{\footnotesize \textit{Notas:} $A_{\text{req}}$ \'e o ganho \'unico de PTF que mant\'em o produto agregado constante no teto indicado. Os marcadores verticais distinguem a alternativa de 40h na proposta do relator do endpoint de 36h da PEC 8/2025 original. A curva de fadiga s\'o acima de 40h fornece $6{,}63\%$ no teto de 36h; a curva de penalidade bilateral fornece $8{,}18\%$. As duas curvas coincidem acima de $h^{*}=40$ e divergem abaixo do pico, refletindo a hip\'otese distinta sobre $e(h)$ abaixo do pico de efici\^encia.}",Igualdade de e(h) acima40h não implica curvasA_req idênticas quando baseline tem horas abaixo40 e cada modo recalibra cunhas.,Restringir igualdade à funçãoe(h) para h>=h_star; apresentar diferenças efetivamente calculadas entre curvas na versão correspondente.,src/model/efficiency.py; COMPARATIVO_RESULTADOS.csv,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
EFFICIENCY_ANCHOR,Elasticidade e extrapolação,revisao_exigida,paper/arxiv_submission_main_pt_flat/main_pt.tex,325,"{\footnotesize \textit{Notas:} $A_{\text{req}}$ \'e o ganho \'unico de PTF que mant\'em o produto agregado constante no teto indicado. Os marcadores verticais distinguem a alternativa de 40h na proposta do relator do endpoint de 36h da PEC 8/2025 original. A curva de fadiga s\'o acima de 40h fornece $6{,}63\%$ no teto de 36h; a curva de penalidade bilateral fornece $8{,}18\%$. As duas curvas coincidem acima de $h^{*}=40$ e divergem abaixo do pico, refletindo a hip\'otese distinta sobre $e(h)$ abaixo do pico de efici\^encia.}","E_Q=.6 é derivada de h*e(h), não deY agregado; pico40h e resposta abaixo do pico não são estimativas brasileiras identificadas.","Declarar âncora externaH_REF_EFFICIENCY=42,244h e hipóteses dos dois modos. Não recalibrar fadiga usando média abaixo do pico nem supor igualdade de resultados das duas calibrações acima40h.",src/model/efficiency.py; docs/AUDITORIA_NUCLEO.md,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
RESULTS,Resultados e conclusões dependentes,triagem_contexto_numerico,paper/arxiv_submission_main_pt_flat/main_pt.tex,325,"{\footnotesize \textit{Notas:} $A_{\text{req}}$ \'e o ganho \'unico de PTF que mant\'em o produto agregado constante no teto indicado. Os marcadores verticais distinguem a alternativa de 40h na proposta do relator do endpoint de 36h da PEC 8/2025 original. A curva de fadiga s\'o acima de 40h fornece $6{,}63\%$ no teto de 36h; a curva de penalidade bilateral fornece $8{,}18\%$. As duas curvas coincidem acima de $h^{*}=40$ e divergem abaixo do pico, refletindo a hip\'otese distinta sobre $e(h)$ abaixo do pico de efici\^encia.}","Valores deA_req,produto,informalidade,GHH,limiares,ranking,setores e comparações históricas dependem do código/dados corrigidos.","Regenerar da versão explícita no COMPARATIVO_RESULTADOS.csv. Mostrar original,código corrigido/entradas congeladas e reprocessado; separar ponte e topcode44. Não fixar novo principal por busca textual.",COMPARATIVO_RESULTADOS.csv; output/corrected/,24319bcdd53c6e679cb1bed516c469bb4d5e6849e8be27599ddc8f803a06e84e,C:\Users\victo\OneDrive\Pesquisas\0. GAVETA\jornada 6 x 1\auditoria_original_20260905_002456\snapshot\paper\arxiv_submission_main_pt_flat\main_pt.tex
